1, 0.000031, 0.000015, 0.000015, 44, -43, 222, 518, 0, 0, 583, 65524, 65524, 8
5328, 0.000046, 0.000061, 0.000015, 40, -44, 223, 909, 0, 0, 545, 65517, 65529, 5
7832, 0.000076, 0.000061, 0.000046, 44, -47, 228, 912, 0, 0, 541, 65526, 65520, 8
10336, 0.000061, 0.000168, 0.000168, 35, -34, 193, 913, 0, 0, 547, 8, 7, 65532
12840, 0.000000, 0.000854, 0.001587, 33, -39, 192, 915, 0, 0, 547, 277, 125, 65523
15344, -0.000137, 0.002014, 0.004623, 48, -43, 235, 917, 0, 0, 548, 610, 223, 65508
17848, -0.000244, 0.003281, 0.006714, 44, -45, 248, 917, 0, 0, 549, 415, 245, 65513
20352, -0.000381, 0.003723, 0.008148, 51, -42, 236, 917, 0, 0, 549, 281, 75, 65507
22856, -0.000473, 0.004089, 0.008972, 26, -50, 236, 918, 0, 0, 549, 155, 59, 65515
25360, -0.000458, 0.004608, 0.009521, 52, -50, 210, 918, 0, 0, 549, 97, 91, 4
27864, -0.000458, 0.005173, 0.009384, 33, -58, 229, 919, 0, 0, 548, 65488, 102, 0
30368, -0.000381, 0.005386, 0.008606, 42, -29, 249, 918, 0, 0, 549, 65358, 28, 19
32872, -0.000137, 0.005600, 0.006973, 53, -49, 205, 914, 0, 0, 547, 65179, 30, 54
35376, -0.000107, 0.005524, 0.006287, 36, -78, 258, 912, 0, 0, 545, 65375, 65501, 9
37880, 0.000000, 0.005661, 0.004639, 38, -39, 234, 910, 0, 0, 544, 65178, 14, 26
40384, 0.000076, 0.005493, 0.003647, 45, -52, 258, 909, 0, 0, 543, 65313, 65482, 19
42888, 0.000168, 0.005447, 0.002808, 37, -44, 216, 907, 0, 0, 543, 65344, 65508, 21
45392, 0.000122, 0.005188, 0.002411, 48, -52, 218, 905, 0, 0, 542, 65434, 65465, 65528
47896, 0.000122, 0.005112, 0.001831, 38, -28, 216, 903, 0, 0, 542, 65397, 65503, 65535
50400, 0.000214, 0.005112, 0.002045, 36, -57, 198, 904, 0, 0, 542, 29, 65516, 21
52904, 0.000061, 0.005280, 0.002960, 52, -38, 249, 904, 0, 0, 542, 173, 20, 65505
55408, 0.000107, 0.005386, 0.002762, 50, -22, 210, 904, 0, 0, 542, 65477, 8, 13
57912, 0.000107, 0.005295, 0.002808, 40, -33, 192, 905, 0, 0, 542, 65531, 65497, 2
60416, 0.000168, 0.005356, 0.002914, 36, -62, 213, 904, 0, 0, 542, 7, 65533, 15
62920, 0.000137, 0.005478, 0.002975, 49, -24, 237, 904, 0, 0, 542, 65532, 9, 65531
65424, 0.000137, 0.005341, 0.003174, 45, -26, 233, 904, 0, 0, 542, 26, 65489, 0
67928, 0.000259, 0.005341, 0.002792, 37, -53, 193, 904, 0, 0, 542, 65439, 65520, 29
70432, 0.000305, 0.005295, 0.002747, 42, -54, 217, 904, 0, 0, 542, 65506, 65508, 12
72936, 0.000183, 0.005188, 0.002884, 41, -30, 236, 904, 0, 0, 542, 12, 65496, 65510
75440, 0.000290, 0.005234, 0.002960, 37, -48, 238, 904, 0, 0, 542, 0, 65529, 26
77944, 0.000412, 0.005356, 0.002792, 39, -64, 214, 904, 0, 0, 542, 65483, 11, 29
80448, 0.000305, 0.005249, 0.002853, 41, -33, 216, 904, 0, 0, 542, 65532, 65494, 65515
82952, 0.000290, 0.005188, 0.002930, 38, -45, 224, 905, 0, 0, 542, 65535, 65506, 65534
