1, 0.000000, 0.000000, 0.000031, -1, -14, 203, 510, 0, 0, 581, 68, 65508, 36
2766, 0.000046, -0.000031, 0.000076, 0, -15, 196, 886, 0, 0, 511, 72, 65499, 44
5270, 0.000046, -0.000031, 0.000015, -91, -67, 190, 894, 0, 0, 512, 49, 65504, 37
7774, 0.000061, 0.000061, 0.000183, 114, 85, 69, 894, 0, 0, 512, 98, 65527, 40
10278, 0.000076, -0.000793, -0.000092, 69, -42, 188, 893, 0, 0, 512, 5, 65328, 38
12782, 0.000076, -0.001205, -0.000183, -28, -23, 230, 894, 0, 0, 512, 40, 65421, 37
15286, 0.000076, -0.001480, -0.000458, 15, -83, 210, 894, 0, 0, 511, 2, 65449, 37
17790, 0.000076, -0.001648, -0.000305, -42, 54, 148, 893, 0, 0, 512, 95, 65472, 32
20294, 0.000092, -0.001801, -0.000549, 48, -95, 111, 895, 0, 0, 512, 11, 65475, 38
22798, 0.000137, -0.001801, -0.000473, 35, -15, 168, 894, 0, 0, 512, 79, 65506, 44
25302, 0.000153, -0.001770, -0.000381, 115, -2, 127, 895, 0, 0, 512, 82, 65514, 39
27806, 0.000153, -0.001770, -0.000473, -28, 53, 223, 892, 0, 0, 512, 40, 65505, 37
30310, 0.000198, -0.001572, -0.000122, -47, -88, 286, 891, 0, 0, 512, 135, 12, 45
32814, 0.000229, -0.001175, 0.000046, -73, 45, 239, 896, 0, 0, 512, 97, 54, 41
35318, 0.000244, -0.000641, 0.000412, -13, -28, 112, 895, 0, 0, 512, 139, 82, 38
37822, 0.000259, -0.000153, 0.000839, 47, 76, 104, 896, 0, 0, 512, 150, 73, 38
40326, 0.000290, 0.000870, 0.001434, 85, 6, 224, 899, 0, 1, 513, 185, 182, 42
42830, 0.000320, 0.002106, 0.002350, -2, -32, 207, 895, 0, 1, 515, 253, 228, 42
45334, 0.000351, 0.003052, 0.002716, -218, -40, 337, 902, 0, 1, 519, 140, 166, 42
47838, 0.000412, 0.004456, 0.003967, -63, 74, 46, 902, 0, 1, 513, 322, 263, 47
50342, 0.000504, 0.005020, 0.004227, 116, 95, 57, 900, 0, 1, 513, 118, 88, 54
52846, 0.000534, 0.005814, 0.005112, -58, 18, 235, 896, 0, 1, 512, 244, 137, 42
55350, 0.000549, 0.004059, 0.004456, -59, -62, 281, 896, 0, 1, 512, 65460, 65144, 41
57854, 0.000610, 0.004059, 0.004562, 27, -146, 353, 891, 0, 1, 512, 86, 65508, 47
60358, 0.000641, 0.004959, 0.005402, -84, -69, 77, 896, 0, 1, 511, 237, 158, 42
62862, 0.000641, 0.005569, 0.005875, 95, 99, 187, 896, 0, 1, 512, 162, 99, 34
65366, 0.000671, 0.006012, 0.005920, 27, -214, 310, 896, 0, 1, 512, 73, 65, 42
67870, 0.000717, 0.007019, 0.006729, 156, 22, 164, 894, 0, 1, 512, 229, 179, 45
70374, 0.000732, 0.006744, 0.006668, -39, -48, 147, 894, 0, 1, 511, 48, 65450, 39
72878, 0.000748, 0.006683, 0.006775, -22, -43, 125, 894, 0, 1, 512, 84, 65494, 40
75382, 0.000793, 0.006882, 0.007019, 41, -76, 108, 894, 0, 1, 512, 112, 14, 44
77886, 0.000854, 0.007507, 0.007233, -6, -42, 157, 894, 0, 1, 512, 107, 103, 46
80390, 0.000885, 0.007416, 0.007385, 57, 55, 220, 893, 0, 1, 512, 96, 65487, 42
82894, 0.000916, 0.007278, 0.007416, 25, 20, 171, 893, 0, 1, 511, 70, 65476, 42
85398, 0.000961, 0.007202, 0.007462, -65, -37, 299, 894, 0, 1, 512, 74, 65491, 46
87902, 0.000977, 0.007065, 0.007477, 5, 95, 178, 894, 0, 1, 512, 65, 65478, 39
90406, 0.001007, 0.007553, 0.007523, 31, 43, 119, 894, 0, 1, 512, 72, 74, 41
92910, 0.001038, 0.007492, 0.007629, -4, -14, 273, 895, 0, 1, 512, 86, 65492, 41
95414, 0.001038, 0.007980, 0.007690, -44, 59, 184, 894, 0, 1, 512, 75, 73, 33
97918, 0.001053, 0.007919, 0.007721, -15, -38, 306, 893, 0, 1, 512, 71, 65492, 39
100422, 0.001068, 0.008118, 0.007721, 5, -72, 152, 896, 0, 1, 512, 64, 13, 38
102926, 0.001099, 0.008011, 0.007996, -38, -21, 154, 896, 0, 1, 512, 120, 65483, 42
105430, 0.001129, 0.007690, 0.007568, -61, 47, 154, 896, 0, 1, 511, 65508, 65438, 43
107934, 0.001175, 0.007660, 0.007385, 46, -92, 151, 890, 0, 1, 512, 21, 65499, 45
110438, 0.001205, 0.008286, 0.007889, 45, 88, 283, 896, 0, 1, 512, 167, 102, 41
112942, 0.001205, 0.007950, 0.007690, 45, -15, 80, 895, 0, 1, 512, 19, 65436, 37
115446, 0.001190, 0.007477, 0.007355, 60, -41, 105, 893, 0, 1, 512, 65527, 65407, 31
117950, 0.001190, 0.007828, 0.007782, 82, 19, 183, 895, 0, 1, 512, 150, 44, 35
120454, 0.001190, 0.008057, 0.007889, -18, -1, 351, 894, 0, 1, 512, 86, 19, 33
122958, 0.001190, 0.008133, 0.007507, 6, 44, 155, 895, 0, 1, 512, 65518, 65525, 31
125462, 0.001221, 0.008514, 0.007782, -33, 78, 146, 895, 0, 1, 511, 121, 50, 42
127966, 0.001251, 0.008484, 0.007675, -25, -58, 144, 894, 0, 1, 512, 39, 65499, 42
130470, 0.001297, 0.008484, 0.007507, 6, 7, 118, 895, 0, 1, 512, 26, 65504, 44
132974, 0.001312, 0.008545, 0.007431, 8, -57, 197, 895, 0, 1, 512, 44, 65521, 40
135478, 0.001312, 0.008652, 0.007401, -13, -5, 156, 894, 0, 0, 512, 54, 65530, 36
137982, 0.001343, 0.008881, 0.007523, -9, 15, 163, 889, 0, 0, 512, 88, 19, 41
140486, 0.001358, 0.008728, 0.007492, -23, -3, 148, 894, 0, 0, 511, 54, 65473, 40
142990, 0.001358, 0.008789, 0.007599, -26, -35, 212, 894, 0, 0, 511, 84, 65520, 33
145494, 0.001358, 0.008591, 0.007553, -47, 53, 158, 894, 0, 0, 511, 50, 65465, 37
147998, 0.001373, 0.008804, 0.007690, -39, 63, 250, 894, 0, 0, 512, 91, 15, 37
150502, 0.001389, 0.008575, 0.007660, 114, -63, 183, 897, 0, 0, 513, 54, 65457, 39
153006, 0.001419, 0.008530, 0.007660, 13, -26, 234, 900, 0, 0, 514, 59, 65495, 42
155510, 0.001419, 0.008316, 0.007599, -92, -84, 266, 902, 0, 0, 517, 47, 65462, 37
158014, 0.001480, 0.008545, 0.008133, -49, -15, 248, 905, 0, 0, 519, 173, 19, 47
160518, 0.001480, 0.007568, 0.007431, -172, 145, 124, 909, 0, 0, 521, 65452, 65304, 36
163022, 0.001495, 0.007553, 0.007507, -178, 94, 325, 914, 0, 0, 519, 79, 65503, 38
165526, 0.001465, 0.005783, 0.006149, 92, -148, 146, 910, 0, 0, 520, 65317, 65141, 30
